"","caption","commentsCount","displayUrl","firstComment","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","inputUrl","isCommentsDisabled","isPinned","isSponsored","likesCount","locationName","ownerUsername","productType","timestamp","type","url","videoPlayCount","date","Board","EngagementType","Board1","Board2","Board3","Social","Cultural","Political","Activism"
"114","🇺🇦 Join ABBA for a Panel Discussion on the Future of Ukraine. 

🌍 The event brings together a diverse range of experts (swipe left ➡️) from across Europe to analyze and contemplate the trajectory of Ukraine in the 21st century. 
 
📆 Thu, February 15 
⏰ 17:30-19:00 
📍 Leiden University Wijnhaven, Room 2.02, Turfmarkt 99 The Hague
🔗 Registration is mandatory. Link in bio 

💔 This discussion is part of an event series dedicated to the 2nd anniversary of Russia’s full-scale invasion of Ukraine.",3,"https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/471579638_122190265268088106_7773214569206512804_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE4nPCjTwqUNwEjt3i9U6fFhN5__8HruQ9e_lqp2MllAkf_oVt2-pENYMrrMHwSdbM&_nc_ohc=G3p1Wp1_jEQQ7kNvwFDO-Cu&_nc_gid=DfqmkDMTssFXhtix8MjedQ&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afel01NTGCTEDYp_pB7Qw2k1hmSTlCy7a81R0HH4kVAplA&oe=690582F7&_nc_sid=10d13b","Wow finally! ❤️ a lot of work put into this event. Join us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",165,"Universiteit Leiden / Leiden University","abba.association.leiden",NA,"2024-01-27T17:44:39.000Z","Sidecar","https://www.instagram.com/p/C2nM_ZLLTsc/",NA,2024-01-27,1,"Political",1,0,0,0,0,1,0
"115","🪺 Have you ever wondered where does the tradition of egg painting come from?

🎨 ABBA invites you to our Easter Egg Paining workshop, straight from Eastern Europe!

👩🏻‍🎨👨🏻‍🎨 We will share a bit of history of Easter in the region, tell you about the traditional methods of painting and let you unleash your imagination to create a beautiful design of your own!

☕ In addition, we will offer you a cup of traditional Eastern European tea & sweet treats. 

📆 Tue, March 12
⏰ 17:30-20:00
📍 Beehive Student Centre, Common Room, The Hague
🔗 Register via link in our bio

💰 We ask for a small donation of €5.",0,"https://scontent-phx1-1.cdninstagram.com/v/t39.30808-6/469656294_17938764074948578_1825777402499464057_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFLPgHMsa8rfwSuWGtIxABIu-4KsR8RIzVeJnBqg9IwWSPvFtSPOA7guMBEufmSlLk&_nc_ohc=W4_8k0eJxZoQ7kNvwGsfqnH&_nc_gid=D1AVhJgx2JPqTh5eu8qjIQ&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfdOlyDBAxlMETGOtKszxFCpaC1c-LwydRKi1EF5s6iJdg&oe=69056887&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",47,"Beehive Student Centre - Leiden University","abba.association.leiden",NA,"2024-03-06T08:56:18.000Z","Image","https://www.instagram.com/p/C4KrhwhMqCb/",NA,2024-03-06,1,"Workshop",1,0,0,0,0,0,0
"116","🗣🇺🇦 ABBA invites you for a one-of-a-kind Q&A event with two Ukrainian defenders, Andriy and Milena, from the 36th Marine Bridage of the Armed Forces of Ukraine. 

💬 Take this chance to ask your most pressing questions in an informal environment.

📆 Friday, March 8
⏰ 18:00-19:30
📍Leiden University Wijnhaven, Room 3.48, The Hague

🔗 Register via link in bio. 

📢 Additionally, at 16:30, Milena will be speaking about the role of women in the Ukrainian military at a Women’s Day march. We invite you to come support her there too!",2,"https://scontent-hou1-1.cdninstagram.com/v/t39.30808-6/469781296_17938764017948578_9157986343785672816_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH4pW8XwiM8yyz2J6FezGaiBtnSIEOzdc6q-GYTJbcyHPsRr0biZZo96lWmPkcSdQQ&_nc_ohc=3NqEK6pqwMkQ7kNvwG7TfQE&_nc_gid=TYtP0OvTjVd-pQEcEUxzvQ&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfeXQ3WynO9bRQy8Elp1snTZnVsKF6DWOKhAHuokw2q4Bw&oe=69059391&_nc_sid=10d13b","Чому я бачу це тільки сьогодні 😢",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",51,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2024-03-07T15:16:10.000Z","Image","https://www.instagram.com/p/C4N7y8fIbBa/",NA,2024-03-07,1,"Political",1,0,0,0,0,1,0
"117","🛑 Реєстрація закрита
🙌 З радістю запрошуємо студентів на зустріч з відомим українським режисером і актором кримськотатарського походження, Ахтемом Сеітаблаєвим. 

❗️ Зараз Ахтем перебуває з коротким візитом у Європі для показу своєї нової стрічки Мирний-21. У вас є чудова нагода зустрітись з ним особисто. 

⏰: 29 жовтня, 13:00
📍: Посольство України в Нідерландах, Zeestraat 78, Гаага 

📝 Кількість місць обмежена, встигніть зареєструватись (посилання в описі)",2,"https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/395658816_866485231736871_2683065165278539767_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFaRh99JemsPhr0xQrwLjABabNOpUkuoTGthEFxiT5UMXjHXRwpebrmTDDL3qVWLyU&_nc_ohc=T7ypb0dd0_YQ7kNvwFlMmyc&_nc_gid=mmKNVadACXNaOEtWWZJl1w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffFiMGgTcfpLSUOKGvbdFV9XZcGqcHLzTnkZu5GCfW5MA&oe=69057D9B&_nc_sid=10d13b","Досі в шоці😱",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",41,"Embassy of Ukraine in the Kingdom of the Netherlands","abba.association.leiden",NA,"2023-10-27T13:02:00.000Z","Image","https://www.instagram.com/p/Cy5zgsprwuW/",NA,2023-10-27,1,"Cultural",1,0,0,0,1,0,0
"118","Refat Chubarov answered pressing questions from both the Ukrainian and international audience present at the event. 
#crimea #standwithukraine",1,"https://scontent-mia5-1.cdninstagram.com/v/t51.29350-15/353422049_653741803267252_3948704179602643411_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG9nl4aFHjeyz4PwHNwdOXOj5-99fTF2C1egQ0Q0leWOeOrqMP6AMqvccG0F5EbD0Q&_nc_ohc=IjvN5XHo9uMQ7kNvwFp7eH7&_nc_gid=cDjQbfUWctnE-UqGxJT2Ug&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc2r59ujUsXNot4azSmEsRyaErIZWouCN140tNZnp_uKQ&oe=69057B5D&_nc_sid=10d13b","Such a unique opportunity!","crimea","standwithukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",37,NA,"abba.association.leiden","igtv","2023-06-13T20:01:09.000Z","Video","https://www.instagram.com/p/CtcXVwGLxz-/",NA,2023-06-13,1,"Political",1,0,0,0,0,1,0
"119","👐 Last Thursday ABBA members attended the lecture “Rule of Law in Poland: Why Should You Care?” by Professor Adam Bodnar, the former Polish Ombudsman for Human Rights, organized by @ourruleoflaw 

🎤 Professor Bodnar talked about the deterioration of some democratic institutions in Poland, especially the judiciary, and its influence on the rule of law and current situation in the country.

🇵🇱 As the upcoming parliamentary elections in Poland will take place this Sunday, the 15th of October, he also emphasized the importance of voting and encouraged to participate in the elections.

🗳️ We also encourage our Polish followers to cast their votes! Remember, you will be given 3 cards: one for Sejm (Polish lower chamber of parliament), one for Senat (upper chamber) and one for referendum. Don’t forget to bring your valid ID card - otherwise you won’t be able to participate!",0,"https://instagram.fcps3-1.fna.fbcdn.net/v/t51.29350-15/391043968_7664668600226892_4442803358512842702_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fcps3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QF0jLhFM66ExS7Dwq4RrnULqVe2LfH8eOrPfiFeNMrI43QLDvxavn-20oYj6nsFi_Ohh0HhH5HRwR_SnkeLH6lL&_nc_ohc=Ax5i4Rlvot8Q7kNvwEtXclK&_nc_gid=ZFSLQ8sLRsWk3frECcnKiQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffdypAfhcHpXFuTMXaafG9VoB8RfP0-QTWg-vyreKwPXA&oe=6905977F&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",73,"Universiteit Leiden","abba.association.leiden",NA,"2023-10-12T09:25:06.000Z","Sidecar","https://www.instagram.com/p/CySyw_OMcyx/",NA,2023-10-12,1,"Political",1,0,0,0,0,1,0
"120","‼️ROOM CHANGE‼️ 
🙌 We are happy to invite you to a Panel Discussion on Ukraine’s Reconstruction titled “Build Back Better.” 

📆 Thu, October 19
⏰ 17:30-19:00
📍Room 3.60, Leiden University Wijnhaven, The Hague 

🗣 We will be joined by 3 speakers: Robert Serry, Oleksandra Tkachenko, and Marieke Droogsma. 

💬 The discussion will be moderated by Karel Burger Dirven. 

🔗 Don’t miss the opportunity and register now via link in bio!",7,"https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/387697911_252306964454009_5284804129368006788_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QHU2ivuMveXPjsVQ_ZX7Mhw-BArq-VDYZMR77XMk8eLyR4Qgrmb9PEvWbCP_bQrZWM&_nc_ohc=IBQ37QwliVAQ7kNvwGbiOe0&_nc_gid=XJlKuBH5rqZS3-YiUjnylw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcoxE4dWuuZTsODK5gHwiG_unrzz3VSsyufN5yTJP2nDg&oe=690568DF&_nc_sid=10d13b","👏🔥❤️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",87,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2023-10-12T17:32:02.000Z","Sidecar","https://www.instagram.com/p/CyTqfb2rSWO/",NA,2023-10-12,1,"Political",1,0,0,0,0,1,0
"121","📌 Our main goals are: 

1️⃣ Spread awareness of member states’ culture, and traditions.

For years, Eastern European countries have gotten little coverage within university curricula. By starting this association, we aim to raise awareness of our countries’ present-day achievements, as well as historical and cultural richness, through events, discussions, and festivals.

2️⃣ Promote an academic focus on member states' political and historical developments.

When viewing developments of our countries, little is known to the general public outside of the headline stories. We strive to share knowledge of the intricate workings of our histories and political systems through an academic lens to provide greater context and deeper understanding.

3️⃣ Maintain attention on Russia's invasion of Ukraine.

For more than a year, Ukraine has been bravely defending its right to freedom and democracy. We aim to do everything possible to support Ukrainian students and to remind our communities about the hardships Ukrainian people are facing.

🤝 Join us as we work towards accomplishing our goals and serving our students.",1,"https://scontent-lga3-2.cdninstagram.com/v/t51.29350-15/395751856_1420926635150301_1800721538181499305_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFkLoy0k5o-baOqD1m2vaAIW7hKBHI8jzKSgw6fL_kZ2f2SiZc_841QEmg_QGEIEIU&_nc_ohc=krGbr3mdozEQ7kNvwGRVPDP&_nc_gid=jz-PoaTkaYrZJx04xxiUyQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffiIamvwZBSvvcbBPyVgePU6w5bUw4QDE9t9ylAiIEEZA&oe=69056F26&_nc_sid=10d13b","🔥 it's really very important goals!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",84,"The Hague, Netherlands","abba.association.leiden",NA,"2023-10-28T19:31:44.000Z","Image","https://www.instagram.com/p/Cy9E6FMr1oi/",NA,2023-10-28,1,"Social",1,0,0,1,0,0,0
"122","🇺🇦 On August 24, ABBA celebrated Ukraine’s Independence Day! 

☝️ As per Goal #3 of our association, it is essential for us to maintain attention on Russia’s invasion of Ukraine. 

🪧 Therefore, our members actively participate in various events and encourage people to continue their support. 

➡️ Scroll to see how we engage with Dutch policymakers!",3,"https://scontent-lga3-2.cdninstagram.com/v/t51.29350-15/370205258_1829202670832563_5981319452986459355_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHE38l6iqFeJRqz-2Dhn0cNpl1A0QLNu0aBoB50himg64dBZRaJavyV0jvVl7CxLms&_nc_ohc=6c43HRJrzbkQ7kNvwEyOQrI&_nc_gid=3-iFTdLnLZuhRT0TcUYrwQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afd6mBm-A74ZDl8sLmTXpiBqNKbTZICQEPJtNSXAldxNeg&oe=690574E0&_nc_sid=10d13b","Truly memorable! Looking forward for more events!","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",121,"Netherlands","abba.association.leiden",NA,"2023-08-27T14:18:51.000Z","Sidecar","https://www.instagram.com/p/Cwc30Kks10f/",NA,2023-08-27,1,"Social",1,0,0,1,0,0,0
"123","🇺🇦 We are happy to invite you to ABBA’s FIRST EVER Ukrainian language lesson! 

🗣 Get acquainted with Ukraine’s etiquette forms, practice your pronunciation, and learn to read Cyrillic. 

📆 September 27 
⏰ 15:00-17:00 
📍 Room 3.46, Wijnhaven 

🤲 We hope to see you there! 

*No registration required",0,"https://instagram.fabe1-1.fna.fbcdn.net/v/t51.29350-15/382563694_279884534813929_1326331023027598239_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QHGsX2pZAS2g4h7S9DmyYbTg1M0txKotEemNhdFgg2sOwIrq_jM2IFSyIa2vzdjhOg&_nc_ohc=UXJnAazmkYkQ7kNvwGLF3sc&_nc_gid=bujkeliBkgJfJNNQIsWkIQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afd_0J0HuXcot1Wz190qyC1-H-mQ-ZHWFve-UMHF59LW5Q&oe=69058037&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",68,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2023-09-25T10:24:04.000Z","Image","https://www.instagram.com/p/CxnIACjM6FH/",NA,2023-09-25,1,"Cultural",1,0,0,0,1,0,0
"124","🙌 On Tuesday, ABBA was honored to welcome Refat Chubarov, the Head of the Crimean Tatar Mejlis. 

🗣 Refat Chubarov talked about the history of the Crimean Tatar people and their continuous struggle for autonomy. 

🙏 It was very important for us to have a Crimean Tatar perspective at Leiden University, and we hope to raise awareness of their struggle in the future!

📸 @saleh__ph_",2,"https://instagram.fmem1-1.fna.fbcdn.net/v/t51.29350-15/353862549_812848770349965_8739739195129970623_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fmem1-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFMPUgkdCo0aN8rIHN6fxcsgk27MB81mRPq3GcQBnNsgcFYLeBs5Gr2XTtjqOUJ60I&_nc_ohc=EQhYOkw84xIQ7kNvwEVvzar&_nc_gid=rZHGphqpjPF0v71icSxSIg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdbtOPPtmsKHIc5QMJjxrJeVEmVGlzuEMgYVTlKpUXDvg&oe=69056B03&_nc_sid=10d13b","👏👏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",70,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2023-06-14T17:02:36.000Z","Sidecar","https://www.instagram.com/p/CtenuyrsM8e/",NA,2023-06-14,1,"Political",1,0,0,0,0,1,0
"125","🙏 We are pleased to invite you to the Q&A with Refat Chubarov — a leader of the Crimean Tatar national movement and the Chairperson of the Mejlis of the Crimean Tatar People. 

🗣 During the Q&A, Refat Chubarov will discuss the topics of ethnic cleansing and cultural genocide as connected to the 1944 deportation of Crimean Tatars, as well as the occupation of Crimea and a full-scale invasion of Ukraine by the Russian Federation. 

❗️ Do not miss this unique opportunity! 

📆 Date: June 13 
⏰ Time: 15:00 
📍Location: Room 3.60 (‼️), Wijnhaven Campus, The Hague (Turfmarkt 99) 

‼️ Places are limited! 

🔗 Sign up via link in bio.",3,"https://scontent-atl3-1.cdninstagram.com/v/t51.29350-15/352503001_562952862695178_8832637636359598653_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHBKfQTVjZRb2X3hI-j2r4ZQQ-YatO1p-6Tj72nf8sxCpzVYhJR7HZDIvVSw0vwsa8&_nc_ohc=Vul5VMUPANMQ7kNvwEw29qQ&_nc_gid=zAt5UKNHKADpERIEPBZHXA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcXBGcZDDwOjTKgfqrwA9EeW79iDGlnqM3ei5rqzaJ2Fg&oe=690566AF&_nc_sid=10d13b","👏👏👏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",64,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2023-06-09T13:18:30.000Z","Image","https://www.instagram.com/p/CtRWHDfs43z/",NA,2023-06-09,1,"Political",1,0,0,0,0,1,0
"126","Learning Estonian tongue twisters 🇪🇪",1,"https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/502740489_1903898307131024_6407046484550822141_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFDkpFZ7nlNaBLArwvNtOwg8h6XZNBeG1-9EiN4TkryNYAWihbKUzhFEWgNX1r6qixjac-FtkCwyCmx31TP8YMQ&_nc_ohc=Qq81QVFApL4Q7kNvwFoqb5j&_nc_gid=8Y7nKDOATe3ztkh6u-_CYA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeJNB_l38KJLb4IS_fJ-lQT5Tbt-R6tjY132LDyTPO19w&oe=6905647D&_nc_sid=10d13b","😍😍😍",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",37,NA,"abba.association.leiden","clips","2023-05-20T15:54:37.000Z","Video","https://www.instagram.com/p/CseIB0wgJJC/",911,2023-05-20,1,"Cultural",1,0,0,0,1,0,0
"127","⚖️ How do we achieve Justice in an unjust world? And what is its importance for long-lasting peace? 

👨‍⚖️ To answer these questions we will be joined by Dr. Nicolas Ligneul, a French lawyer and Associate Professor at Université Paris-Est Créteil, collecting cases of Ukrainian war victims for the International Criminal Court (ICC). 

🔍 Dr. Ligneul will share his expertise on war crimes investigation and analyze the experience of Yana Rudenko, Leiden University student and President of ABBA, who spent 2 weeks under the Russian occupation in Bucha. 

📆 Wed, Nov 22
⏰ 17:30-19:00
📍Room 3.60, Leiden University Wijnhaven, The Hague 

📝 Register now via link in bio! 

❗️ Don't forget to bring your ID/passport (non-Leiden University students) or LU card (Leiden University students/staff)",2,"https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/469651817_17938756508948578_5087024601265007504_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHQXEQQGA2XAOBizH3-rLkwNd8eW_gW5bwjyHPW-4I-hFY-WBEkY71jche-2Qd7cxs&_nc_ohc=yDzQmaAH81cQ7kNvwGWOUt1&_nc_gid=_GN6pVRwAgLmM_HE6gvseA&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfcoYdeagX-1u5aFjCwhPDc2wBcVBaFyMLpKg15DmA0OZw&oe=690588E9&_nc_sid=10d13b","Is it possible to watch the recording? 🙏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",105,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2023-11-14T19:29:12.000Z","Sidecar","https://www.instagram.com/p/Czo2IbBrJoo/",NA,2023-11-14,1,"Political",1,0,0,0,0,1,0
"128","Hey there 👋🏼 
✨The ABBA Team is excited to invite you to our upcoming event! ✨ 
🇺🇦Ukraine: a Data-Driven View

#Technology is constantly changing our lives. From smartphones to Social Media and #ChatGPT, we can barely imagine what our lives would look like without it.

But as we change our technology, it in turn changes our ethics, our democracy and our humanity.

In this lecture, Managing Data Scientist Marijn Markus will talk about how Data and modern information technology have transformed the ways we see, experience and analyze conflicts.

From WikiLeaks and 🇸🇾Syria to to the war in #Ukraine today.

🗓️ May 2, 18:00
📍 Room 3.46, Wijnhaven (Turfmarkt 99)

🔗✅ Sign up using the link in bio!",5,"https://instagram.fsac1-2.fna.fbcdn.net/v/t51.29350-15/342877763_739392077684067_4099423708477733017_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QF44j6hP0DFS-H2WVMGzNwh40XqzvwUa6fzdkovJ0fzqaAeELRjjFLEuxmanH-JW6I&_nc_ohc=hKZmeVwfbroQ7kNvwEYsg23&_nc_gid=2ZPrITTEffjtYoauYJ_a6w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afeuy0nHGi0B0Bb3dxsVE-6rj2Tze860it-R_O8wJqhsdA&oe=69058783&_nc_sid=10d13b","Excellent choice of issue to be addressed, excellent speaker to address it. One question: shall this conference be recorded, or at least broadcasted live? Thanks!","Technology","ChatGPT,","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",32,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2023-04-24T12:37:10.000Z","Image","https://www.instagram.com/p/Cra00C-M28w/",NA,2023-04-24,1,"Political",1,0,0,0,0,1,0
"129","🇺🇦 Last Thursday, we had the honor of welcoming the Chargé d'Affaires of the Embassy of Ukraine in the Netherlands, Anatolii Solovei, at Leiden University. 

🗣 Together with the students, Mr. Solovei commemorated the 1-year anniversary of the liberation of Bucha, delved into Ukraine’s efforts to hold russian aggressors accountable, and shared his experience as a career diplomat. 

🦾 Currently, ABBA is working hard to host more events for the Leiden University community. 

📸 @anna.b.photography",0,"https://scontent-mia3-2.cdninstagram.com/v/t51.29350-15/340497930_2536147239868121_5928240292141999454_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGMalyIGcckEL_h46MCkRWKdvYS1b7ApgkzNvzVxJ11QDWJyKVIPsE4LumSxRz6Y2g&_nc_ohc=wVIYqOmDFzMQ7kNvwHGPvVm&_nc_gid=Vf7ruPdgIGeXiTv-qxx4KA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdJ2528NuL8ofSNbayTmmBlfVnGlQ5q658j0JzZYdGi6Q&oe=69058C63&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",52,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2023-04-12T13:17:17.000Z","Sidecar","https://www.instagram.com/p/Cq7_3ebtboW/",NA,2023-04-12,1,"Political",1,0,0,0,0,1,0
"130","☀️ ABBA’s May Festival felt surreal! 

🥟 7 countries presented their food, culture, and various activities. 

🚂 Going from one table to another felt like traveling through the region. 

🙏 We also had a special guest, Andrii, join us with his family. Andrii is a Ukrainian soldier currently undergoing rehabilitation in the Netherlands. He is an example for many, and we are happy he got to enjoy our event! 

🙌 Once again, we thank everyone for coming and sharing this evening with us!

📸 Thank you for photos @seekthecapture",2,"https://scontent-atl3-3.cdninstagram.com/v/t51.29350-15/347677337_6245493092154297_7232402356748978925_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHnEUJlRqYSYA1YB7NaUyCsxJlQodl55DzpLUuhSloGGaeOia2Ag09n7wwd_WqxhZM&_nc_ohc=bgFMrJnlLioQ7kNvwHNVvoN&_nc_gid=hNGU-_byMWfl-S51aoHW-Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffrLKtFwbDlsoAgaUQosiUJWgN13etB_JroKXbHQ70WLg&oe=690572EF&_nc_sid=10d13b","It was so nice! Thank you everyone for joining us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",94,"Leiden University","abba.association.leiden",NA,"2023-05-20T15:41:19.000Z","Sidecar","https://www.instagram.com/p/CseGjn2sm82/",NA,2023-05-20,1,"Cultural",1,0,0,0,1,0,0
"131","🐣 Yesterday, ABBA members celebrated Easter according to the Eastern Orthodox calendar. 

🎨 The students decorated eggs, taking inspiration from Ukrainian pysanky, and shared traditions from their respective countries. 

🙌 We hope to welcome you at our cultural events in the future!",6,"https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/341936801_1674608836330442_9040487845020173879_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QFtDC5kWeZDlz476PwsDGa4XFwb79vj-a2W7FyphqZmg0yT3Bvs_stvNcXAUUjyFS0&_nc_ohc=m_RLhPZKrOcQ7kNvwG2KrG6&_nc_gid=bszlVyr4WeJFT_PXuHu30A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffGpjMuIgUd2vzmjifPQvEUTEeO38yVb1Siy97jMw3pHA&oe=690588B1&_nc_sid=10d13b","Amazing cultural exchange 👏 definitely looking forward to sharing more such experiences!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",57,"Den Haag, Netherland","abba.association.leiden",NA,"2023-04-17T13:03:12.000Z","Sidecar","https://www.instagram.com/p/CrI2OlSs4tz/",NA,2023-04-17,1,"Cultural",1,0,0,0,1,0,0
