"","caption","commentsCount","displayUrl","firstComment","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","inputUrl","isCommentsDisabled","isPinned","isSponsored","likesCount","locationName","ownerUsername","productType","timestamp","type","url","videoPlayCount","date","Board","EngagementType","Board1","Board2","Board3","Social","Cultural","Political","Activism","Workshop","Carrousel","Video","Image","attnum","date_n"
"135","🇪🇺 Strasbourg, you were unforgettable!

















💫 On June 13–14, ABBA joined thousands of young powerful minds at the European Youth Event 2025, a space where voices from all across Europe came together to shape the future.

















🌍 Our panel, “East Meets West”, ran across two sessions filled with fresh perspectives, brilliant speakers from across the continent, and meaningful dialogue on exploring how to build stronger unity between Eastern and Western EU countries. 

















💙 We’re beyond grateful for the chance to spotlight this issue and for everyone who helped make it happen. Here's to listening, learning, and leading together.

















#EYE2025 #ABBAatEYE #YouthEngagement #EastMeetsWest #Strasbourg2025",3,"https://scontent-atl3-3.cdninstagram.com/v/t51.2885-15/509733554_17962352333948578_6782469210183626461_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFOqaixbIoKgGooHTyVM3-GE17aT0LCD-XuTxjvKC37PQJfqMlgnorccJkHwhzVGAZasRHxwjsyQuf6_ZKCwGbo&_nc_ohc=q7g6TFCirr8Q7kNvwGW49AJ&_nc_gid=sqI2Oi7kD---foM727ZQLw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdplqQey7kmQEEYi_iZPIfR6PwQ_cNiklBriOljgxILsw&oe=69056EFC&_nc_sid=10d13b","Unforgettable 🙌😍","EYE2025","ABBAatEYE","YouthEngagement","EastMeetsWest","Strasbourg2025",NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",41,"European Parliament Strasbourg","abba.association.leiden","clips","2025-06-28T13:20:30.000Z","Video","https://www.instagram.com/p/DLcidCEC6AC/",1806,2025-06-28,2,"Social",0,1,0,1,0,0,0,0,0,1,0,NA,665.801576872536
"136","🧑‍🎓Kick off your student life in The Hague with ABBA Student Association!

















😎 During this year’s HOP Week, all HOP Week attendees can get to know ABBA via two events: during Associations’ Evening and on Info Market.

















🍺 For Associations’ Evening you can join us for the Eastern Europe-themed pub quiz. Mingle, chat and make new friends while seeing who knows most about culture, history, food and sports from the region. In the meantime, get to know ABBA, its board and members, and enjoy a free shot as a participant of the pub quiz! You can also win prizes from ABBA region!

















📆 Mon, Aug 18








⏰ 20:00-23:30








📍 The Three Sisters Pub, Plein 22, 2511 CS Den Haag

















❔During Info Market we will answer all your questions about our Association: what do we stand for, how can you join us and if you will eat any good food at our events (spoiler alert: yes!) You will also be able to grab a free sticker and chat to our board members.

















📆 Wed, Aug 20








⏰ 13:00-17:00








📍 Johanna Naberweg 5, 2533 SE Den Haag

















🤝 Grab your friends and HOP Week group and join us next week!",1,"https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/532453820_17967768260948578_7968486474534933701_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB7ony9ZJPeyDgsTw0HrwmDbRILobft_edmfDXZv8MbFOv5khKSc5OPzMASMS6qN8&_nc_ohc=_2m0vRA2cbIQ7kNvwFUiViZ&_nc_gid=rcp9Y2tBA7ss0oYs4HvqiA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aff34gd4gUFwOZx9WkGtQIxeXwxu610QYyXlCMbZti465g&oe=69059642&_nc_sid=10d13b","❤️❤️❤️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",48,NA,"abba.association.leiden",NA,"2025-08-15T14:54:10.000Z","Video","https://www.instagram.com/p/DNYTZ-TNBwW/",NA,2025-08-15,2,"Social",0,1,0,1,0,0,0,0,1,0,0,50,667.378449408673
"137","💭 As a new academic year begins, let’s look back at some of the unforgettable moments we’ve shared together at ABBA.

















From creative workshops to lifelong friendships, these memories remind us of why our community is so special.

















#ABBA #memories #studentlife #campus #throwback #events",1,"https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/541623198_17969638910948578_2893668609659229091_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH_MsG1XZ1gwXnq8gncO46vBbRCanusQIIkCrKwjxXvp0LZBCTs0C3uZUd07Byj6Ro&_nc_ohc=kjOPDaf0vrkQ7kNvwGcIXEN&_nc_gid=69Jo9e-YjuLqIg924FilBg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfedANVgcbR_KKNzGCp-gsTMMmRR8ZWHgsoMNEZYSy_DhA&oe=6905983C&_nc_sid=10d13b","Miss it so much!!!","ABBA","memories","studentlife","campus","throwback","events",NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",44,NA,"abba.association.leiden",NA,"2025-09-01T14:31:04.000Z","Image","https://www.instagram.com/p/DOECRwRgg3q/",NA,2025-09-01,3,"Social",0,0,1,1,0,0,0,0,0,0,1,NA,667.936925098555
"138","✨ The best is yet to come! Stay tuned for all the exciting events, workshops, and outings we have lined up. Here’s to making this year our strongest year yet! 

















#ABBA #community #studentlife #newyear",0,"https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/541550605_17969615222948578_6365889558634082200_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QG7HkxvD9bS_8iDSXpLKQuQKcuk8nqvJVd-OHpbE99ue4yFAtet1tG1Vake5wvFCFE&_nc_ohc=-eSy8hFnLLAQ7kNvwHBmdUN&_nc_gid=pHru4t-FE6so2bp8RgAwEg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfftUI7UkQzile1CT4PvYZ0OcpMDJnD6FSbtMYYXg7Pf4g&oe=69058BC7&_nc_sid=10d13b",NA,"ABBA","community","studentlife","newyear",NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",30,NA,"abba.association.leiden",NA,"2025-09-01T14:30:00.000Z","Video","https://www.instagram.com/p/DOECObigoDE/",NA,2025-09-01,3,"Social",0,0,1,1,0,0,0,0,0,0,1,NA,667.936925098555
"139","🥳 A new year means new opportunities! ABBA wishes you success, joy, and plenty of unforgettable moments in the year ahead. Let’s keep building our community stronger than ever!

















#goodluck #backtouni #ABBA #FreshStart #studentlife #growth #community",1,"https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/539790261_17969638871948578_5554464927634673145_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHFiSZSyF-o7rzTeibpTFPEG6Ro7_jnsbvja9moQTFYdduGGaaShzaRMe2ny4FdtBQ&_nc_ohc=8DdO3HJ0LLoQ7kNvwH1B0bF&_nc_gid=QdUBIJH9IKOpml9R2g_FVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeCk5HBUveLYYEvNIMkZ13pRP3cN8BDpSvwaIuYsypUEA&oe=6905762B&_nc_sid=10d13b","❤️","goodluck","backtouni","ABBA","FreshStart","studentlife","growth","community",NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",26,NA,"abba.association.leiden",NA,"2025-09-01T14:30:24.000Z","Video","https://www.instagram.com/p/DOECMybggOH/",NA,2025-09-01,3,"Social",0,0,1,1,0,0,0,0,0,0,1,NA,667.936925098555
"140","Looking for a way to make your student life more exciting? 🌟

















🎓ABBA is more than just a student association, it’s a community where you can learn, grow, and have fun along the way. From debates, embassy visits and panel discussions to cultural workshops and social events, we bring together curious minds from all over the world.

















Becoming a member means gaining access to all our events, meeting amazing people, and being part of something that truly makes your university years unforgettable. 💙✨ 

















The best part? We are accepting members all year round! We can't wait to welcome you into ABBA!🫶

















👉 Apply now via the link in our bio!",3,"https://instagram.fric1-2.fna.fbcdn.net/v/t51.2885-15/539773032_17969651342948578_1369493288133455956_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fric1-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QH2bZS3Bh-bCYqMfb44AX02jNaG2snwwrNlEFsz3xKa-4iYFPkYQ1hAoat9hIP-6pi_6V6uvgFBTP9H-zDy4Tnm&_nc_ohc=JxFSHFHqYBYQ7kNvwE6itp8&_nc_gid=qWGUY04Y6k60tEY2iwJZYw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfddouK69y6dOQASx4WlJYnPIcaAoTVO6w8jk3Si_r4L-w&oe=690564E1&_nc_sid=10d13b","Life-changing experience 🔥😍",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false","true","false",28,NA,"abba.association.leiden",NA,"2025-09-02T14:05:29.000Z","Video","https://www.instagram.com/p/DOGxVeggvIS/",NA,2025-09-02,3,"Social",0,0,1,1,0,0,0,0,0,0,1,NA,667.969776609724
"141","🇧🇬 Join us for a Bulgarian Cooking Workshop where tradition comes alive through food. Together, we’ll be preparing stuffed peppers 🌶️ (a warm and hearty classic filled with rice, herbs, and flavor) and tarator 🥒(a refreshing yoghurt and cucumber soup that’s perfect for summer).

















🥘  This workshop is more than just cooking, it’s a chance to discover new tastes, share a meal, and connect with the ABBA community. Whether you’re a foodie, curious about Bulgarian culture, or just looking for a fun evening with friends, this is the place to be! 

















✨ Don’t just taste Bulgaria, experience it with us!

















📅 Tuesday, September 9th

















 🕔 17:00–20:00

















📍 Beehive Common Room

















👥 Limited spots available! Sign up via the link in our bio!

















🎟️ ABBA Members:  3€, non-members:  4€",2,"https://instagram.fcps4-1.fna.fbcdn.net/v/t51.2885-15/541088575_17969646857948578_6222743784871602336_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fcps4-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QEnDyg3wevcJTaKyYwMf4FU8EmjJ2lQmQWxTC_i1xROhwXJt90kudA66Hh9xxsLwOvRegMlHmEyVOlR8HVYT1A1&_nc_ohc=GGD3RhFuUZcQ7kNvwH39BQo&_nc_gid=3oo4icpi0K_1YI1xfe0xwg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc1PNDSzY2jLx9vcoaYbwCAs1iBpctFkJYVlQBv1kqITQ&oe=6905676E&_nc_sid=10d13b","🤩🤩",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",61,NA,"abba.association.leiden",NA,"2025-09-03T16:00:00.000Z","Carrousel","https://www.instagram.com/p/DOJWEBCggdd/",NA,2025-09-03,3,"Workshop",0,0,1,0,0,0,0,1,1,0,0,20,668.002628120894
"142","Football + friends = the perfect night! ⚽🍿 

















Come cheer for your team at ABBA’s World Cup Qualifiers Watch Party: Ukraine 🇺🇦 vs France 🇫🇷 

















🎉 Whether you’re a die-hard fan or just in it for the good vibes, it’s the perfect chance to hang out, cheer, and enjoy the game together.

















📅 Fri, Sep 5th | 📍 O’CASEY’S Irish Pub

















No sign-up needed, everyone’s welcome! Let’s make it loud! 🔊🔥",0,"https://scontent-phx1-1.cdninstagram.com/v/t51.2885-15/541958667_17969837582948578_3732342024274851512_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QErqXYDaEPy1BDA2V6HK_qZu4ghhHngL7CpO4sbIFu9CCcOKCKTNOqeWoqoM-Uhe3af6tKYiifT2ntb0HfYAlqx&_nc_ohc=UPYmTo2Qw7YQ7kNvwHovyv1&_nc_gid=_OCCKqlfGJZPDQr0W6KsZQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeVVAsmpzRF9qK1ejd5vtsW09ZpcjtQooZvjpa4jNqULg&oe=69059512&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",52,NA,"abba.association.leiden",NA,"2025-09-03T11:12:54.000Z","Carrousel","https://www.instagram.com/p/DOI1ME3gofx/",NA,2025-09-03,3,"Social",0,0,1,1,0,0,0,0,1,0,0,45,668.002628120894
"143","📌 Our main goals are:

















1️⃣ Spread awareness of member states’ culture, and traditions.

















For years, Eastern European countries have gotten little coverage within university curricula. By starting this association, we aim to raise awareness of our countries’ present-day achievements, as well as historical and cultural richness, through events, discussions, and festivals.

















2️⃣ Promote an academic focus on member states’ political and historical developments.

















When viewing developments of our countries, little is known to the general public outside of the headline stories. We strive to share knowledge of the intricate workings of our histories and political systems through an academic lens to provide greater context and deeper understanding.

















3️⃣ Maintain attention on Russia’s invasion of Ukraine.

















For more than a year, Ukraine has been bravely defending its right to freedom and democracy. We aim to do everything possible to support Ukrainian students and to remind our communities about the hardships Ukrainian people are facing.

















🤝 Join us as we work towards accomplishing our goals and serving our students.",1,"https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/540611070_17969732837948578_2346948873700195948_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGldhpYH81Ad3zQyBF5zpG8n-IRc9vRREmFZ4DGVnn0Fz1DLX7wb2spdcvLBvPcowg&_nc_ohc=DDxq2RYOAxAQ7kNvwHTSUWK&_nc_gid=qp-BRjXAjS1lLZ5Z1ezqng&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdIcpMyrN2Tb0KzERelcUMqUGgvIEMw7wjCdfRBvnWtNA&oe=690595B9&_nc_sid=10d13b","🔥🔥🔥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false","true","false",42,NA,"abba.association.leiden",NA,"2025-09-04T11:00:00.000Z","Image","https://www.instagram.com/p/DOLYnEnAr6Y/",NA,2025-09-04,3,"Social",0,0,1,1,0,0,0,0,0,0,1,NA,668.035479632063
"144","🥳  Introducing Nadia, Aidar, Alexa, Natalia, Cosmin, Kasia and Kseniia, our new ABBA Board for the academic year 2025/2026!

















🤞We are all really excited for all the upcoming events, and believe us, there are plenty! Stay tuned!

















#ABBA #newboard #studentlife #denhaag #studyinthehague #leidenuniversity",9,"https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/542829909_17970222905948578_2286825941377359673_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEQpYzTtniWqCExmIVwIYvwguXozJJf1-OR9QakF86lmDYPoJfNOdS2tqgHdyMoY1a7iHe7dEVwvfdcPlkn2bkJ&_nc_ohc=Wf1XR8wPoEwQ7kNvwHUHQja&_nc_gid=A6Ch_PYs1ejqWf7EXOh44w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffRoG2tfJlfRJHO1pZk4Bo2vLzrtzLTXMP0ngevJeq3PQ&oe=6905921F&_nc_sid=10d13b","Love this intros 😍","ABBA","newboard","studentlife","denhaag","studyinthehague","leidenuniversity",NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false","true","false",181,NA,"abba.association.leiden",NA,"2025-09-06T18:09:06.000Z","Image","https://www.instagram.com/p/DORTM_PAu0U/",NA,2025-09-06,3,"Social",0,0,1,1,0,0,0,0,1,0,0,NA,668.101182654402
"145","🌍 East Meets West: Strengthening Inter-European Cooperation 🌍

















What divides Eastern and Western Europe, and what brings them together? ✨








As the EU continues to evolve, understanding these dynamics is more important than ever.

















Join us for a panel discussion where our speakers will explore:








🔹 The historical roots of East–West divides in Europe








🔹 Eastern Europe’s role in shaping the future of the EU








🔹 Political, economic, and cultural perspectives on cooperation








🔹 Opportunities for students and young Europeans to engage with these questions

















Our speakers:








🎓 Dr. Nikoleta Yordanova








🎓 Dr. Dimiter Toshkov








🎓 Jan Meijer

















📅 Wed, Sept 17








🕔 18:00–19:30








📍 Room 3.46, Campus Wijnhaven, Turfmarkt 99, Den Haag

















This event was first hosted at the European Youth Event 2025 in Strasbourg, where it sparked debate among 300+ participants. Now, it comes to The Hague for an interactive discussion tailored to students. Don’t just listen, come ready to share your perspective!

















Sign up via the link in our bio!

















#EastMeetsWest #StudentVoices #EuropeanUnion #ABBA",2,"https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/540435992_17970417476948578_3465722049704858175_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEQCW1Ma5jAvKKbtdsd8ne4JhYXePUQxcfLpOXN6Wv6x4md5yTorONR-cTUzFXiVqs&_nc_ohc=yN671xlnxbIQ7kNvwHqgjV0&_nc_gid=-4a75BvXoI2UhhPHmc3Bag&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdP0oO6JMrtqLNFMMusv17dYw4iemZuK22HwT9Q82LYAw&oe=690589F7&_nc_sid=10d13b","👏👏👏","EastMeetsWest","StudentVoices","EuropeanUnion","ABBA",NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",64,NA,"abba.association.leiden",NA,"2025-09-08T15:01:20.000Z","Image","https://www.instagram.com/p/DOWHTiZAgWc/",NA,2025-09-08,3,"Political",0,0,1,0,0,1,0,0,1,0,0,100,668.166885676741
"146","💬 Political Speed Dating: Security in the ABBA Region

















How much do you really know about the security challenges facing the ABBA region today? 

















With Russian interference casting a long shadow, Eastern Europe finds itself at a crossroads: should countries double down on military strength to deter aggression, or lean into diplomacy to prevent further escalation?

















This event is your chance to dive into the debate in a fast-paced, interactive format. Exchange ideas, challenge perspectives, and discover new insights, one “date” at a time. 

















Who knows, you might even find your perfect match… in political arguments, of course 😉

















Sign up using the link in our bio!!",3,"https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/548101736_17971217078948578_5241543072836973489_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEm6xJWBE2Ud7_NGLDksPB5GK6eI95BTD2PaXRmF6pwqkKyP6E4ZU_oGbItKVWaXew&_nc_ohc=3DujHwHVVSIQ7kNvwFVN4YZ&_nc_gid=w2AYFNYZgD8HJaFGoVzCuQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeqNHcP-rVcmz_A_2AFVZr4uvOI_u_RjJC3shUkXDMSIg&oe=69056901&_nc_sid=10d13b","😍😍",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",60,NA,"abba.association.leiden",NA,"2025-09-15T16:00:00.000Z","Image","https://www.instagram.com/p/DOoPmyzAqd9/",NA,2025-09-15,3,"Political",0,0,1,0,0,1,0,0,1,0,0,23,668.396846254928
"147","🥟Join us for a Pierogi cooking workshop! 

















🇵🇱 Have the chance to prepare and eat your own pierogi, Poland’s world-famous traditional dumplings! At the workshop, we will be cooking “pierogi ruskie”, dumplings filled with cheese, potatoes, and onion.

















🥘Join us for a chance to learn a unique recipe, get a taste of Polish tradition, spend time with the ABBA community, and most importantly, have fun!

















📆 Monday, 3 November








⏰ 17:00-19:30








📍Beehive Common Room

















👥 Limited spots available! Sign up via the link in our bio!








🎟️ ABBA Members: 3€, non-members: 5€",0,"https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/570996227_17976073289948578_2050880389198404534_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QF_ljOQ7SR2id_JPsM74UhrRtxJZrpJnSmIz5x9Z1JMBlq28HtO_B2qZ1_FgyTGYFY&_nc_ohc=STdCjxacay8Q7kNvwGOS89M&_nc_gid=DXEe8nwfbpCgxDaj9RRG3w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcBoV0dxqSNLgqR4Fs7qfblm4LI6zkJKO1HTCjF0YyZOg&oe=69059883&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",16,NA,"abba.association.leiden",NA,"2025-10-27T17:00:00.000Z","Video","https://www.instagram.com/p/DQUf8j-ggz9/",NA,2025-10-27,3,"Workshop",0,0,1,0,0,0,0,1,1,0,0,21,669.776609724047
"148","‼️This event is exclusively for ABBA members.





🎙️Join us for the 1st ABBA Student Association General Assembly of the academic year! We invite all members to join for an open meeting to see ABBA’s goals for this year.





🔎Are you new to ABBA and have ideas on how to improve the association? We would also like to hear your thoughts on ABBA and welcome new members to our community.





❓Attendance is very much encouraged, so sign up via the link in our bio!





📆 Tuesday, 11 November


⏰ 18:30-20:00


📍 Room 3.60, Leiden University Wijnhaven, Turfmarkt 99, The Hague





🫵 Join us for a borrel afterwards! (Location TBD at the GA)",0,"https://instagram.fein1-2.fna.fbcdn.net/v/t51.82787-15/572720498_17976453623948578_5180398724666498506_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=Mzc1NTY2MzY2Mzc1NTg2MDg3Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTMzNS5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=Hvdckgodr0QQ7kNvwH0U1Bt&_nc_oc=AdpWpd_g7DEbYs4ndfxKV4WTLOYBpfqBr7A7OiKxkcfFbKDScUIfnM6miFb8E76Q_BA&_nc_zt=23&_nc_ht=instagram.fein1-2.fna&_nc_gid=AjGE-o2dF_YUsbB_rCTjzQ&_nc_ss=7ca8c&oh=00_AQCwT7qPpXmiOiBjvkm4pnQjw3SaPpQAwnDuBs5Z0U65rQ&oe=6A6D401E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,14,NA,NA,"feed","2025-10-31T17:00:00.000Z","Video","https://www.instagram.com/p/DQezDQuApuM/",NA,2025-10-31,3,"Social",0,0,1,1,0,0,0,0,0,0,1,NA,669.908015768725
"149","❄️ Join us for this semester’s Cultural Festival: Winter Feast, where our cultures come together through food, dance, and an amazing time! We will be trying out amazing dishes, testing our knowledge via fun quizzes, and dancing the afternoon away!





⛄This is more than just a festival; it’s a chance to reconnect and bond through both our differences and similarities in our cultures. Whether you’re a foodie, a culture nerd, have awesome moves, or just looking for a fun evening with friends, this is the place to be! 





✨ Come experience the ABBA community at its finest!





📅 Friday, 14th of November


 🕔 17:00–20:30


📍 Beehive Common Room


 Turfmarkt 104, The Hague





👥 Sign up via the link in our bio!


🎟️ ABBA Members:  6€, non-members: 8€",0,"https://scontent-ber1-1.cdninstagram.com/v/t51.82787-15/571854693_17976779342948578_8579201346206306370_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzc1Nzc3NzU3MTM3MTIxMzk0Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=i-PgidKQidAQ7kNvwE4acsq&_nc_oc=Adq3pieFvQv5_X-4cLmxRT7MMTXUaMRCNhR3tkhd6HmuLTNGx-S5SGs_-5oeerVumDA&_nc_zt=23&_nc_ht=scontent-ber1-1.cdninstagram.com&_nc_gid=znBXjitA6xzg30EFU0QA4w&_nc_ss=72289&oh=00_AQCHesBsPuTva2FlMChx10E98kp_4R6kYqLkEy2yY6Ud6w&oe=6A6D4D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,100,NA,NA,"carousel_container","2025-11-03T15:00:19.000Z","Video","https://www.instagram.com/p/DQmTtE8ggo4/",NA,2025-11-03,3,"Cultural",0,0,1,0,1,0,0,0,1,0,0,93,670.006570302234
"150","‼️This event is already full!





🇲🇩 The ABBA Student Association warmly invites you to an exclusive visit to the Embassy of the Republic of Moldova!





🏛️ Discover the fascinating world of diplomacy, meet Moldovan diplomats, and gain unique insights into Moldova’s international relations.





⚠️ Spots are limited — don’t miss your chance to step inside the embassy and experience diplomacy up close.





✨ Get ready, bring your curiosity, and prepare your best questions for the Moldovan diplomats! 





📆 Thursday, 13 November


⏰ Meet up in front of the embassy at 14:45


📍 Embassy of the Republic of Moldova, Bezuidenhoutseweg 117, 2594 AD Den Haag 


 


👔 The dress code for this event is formal! Please come dressed adequately!


 


🛂 To participate, please bring a valid ID or passport!",0,"https://instagram.fyyc2-1.fna.fbcdn.net/v/t51.82787-15/575613331_17976954881948578_8946159165066752871_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fyyc2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gGnaxzv6KL4J7DydY9Gr0hPAsCTTYNyNsFILEeDRPmtoWMbG9LZgeD4UeL6NBLIsO0&_nc_ohc=fjPDdleeo-EQ7kNvwEcyint&_nc_gid=R3grYl2z6lKVCKNq1ZVi_Q&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDMf8O1iGWeiq5Ft5kieuwLZlI6PViy4HLXM7vKDmR42A&oe=6A6D37E1&_nc_sid=c6f216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,51,NA,NA,"feed","2025-11-05T16:20:00.000Z","Carrousel","https://www.instagram.com/p/DQrmhFYAjvQ/",NA,2025-11-05,3,"Political",0,0,1,0,0,1,0,0,0,0,1,19,670.072273324573
"151","👀 Throwback to our last Cultural Festival: Girl Dinner edition 🎀





And guess what? We’re doing it all again next Friday, 14th of November! Get ready for a Winter Feast 🤩 





Only thing you need to do is sign up via the link in our bio! See you then!🫶





#culturalfestival #abba #winterfeast #winter #throwback #reel #girldinner",3,"https://scontent-den2-1.cdninstagram.com/v/t51.82787-15/574503084_17977271093948578_2735798988627659130_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gGiXOJWlziRLi5pG7kxDa9RHNEx4HFreVI9Qf7U0sg_55PcftgT0o-2ZvvsTJEM6jY&_nc_ohc=LML7FASq0-IQ7kNvwHDXTlW&_nc_gid=ZZh3yTzQz_IEIRyXwa-p1Q&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQBIhBNtIP3H4ICfizm7M4jTilhTBiDBeJ-eNfS2mZ5sMQ&oe=6A6D5541&_nc_sid=c6f216","@trkaupers being the honorary girl ahah","culturalfestival","abba","winterfeast","winter","throwback","reel","girldinner",NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,92,NA,NA,"clips","2025-11-08T17:00:00.000Z","Carrousel","https://www.instagram.com/p/DQzZbuTgqtb/",4515,2025-11-08,3,"Cultural",0,0,1,0,1,0,0,0,0,1,0,NA,670.170827858081
