"caption","commentsCount","displayUrl","firstComment","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","inputUrl","isCommentsDisabled","isPinned","likesCount","locationName","productType","timestamp","type","url","videoPlayCount"
"!EVENT CANCELLED!

🔫 Combat Zone – Lasertag with the ABBA Student Association! 

🔎 Join us for an active and fun afternoon of laser tag in a forest! Perfect if you’re into sports, competition, or just want to try out something different. We’ll be playing a mix of game modes like Capture the Flag, Sniper Hunt, and Kill the General, so expect lots of action, teamwork, and a bit of adrenaline. Whether you’re going all in to win or just there for the fun, it’s a great way to get active and bond with fellow ABBA members. Afterwards, we’ll grab a drink together! 

📆 Saturday, 2 May 
⏰ 13:30–16:00 
📍 Speeltuin Scheveningse Bos 
🫵 €21 per person 

‼️ Sign up and payment deadline: 25 April 
⚠️ Your spot is only confirmed once you have paid. If you cancel after 25 April, refunds are no longer possible 
👥 ABBA members only","0","https://instagram.fbne9-1.fna.fbcdn.net/v/t51.82787-15/670652632_17995550411948578_7217490989282773270_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fbne9-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gHnF2kbfOJHrMiJszJJBK6X2TrH5XQPPbf31upaPPlYzVx54I7yK05b3fM6-H7Gwwk&_nc_ohc=vvUpYO5eWRYQ7kNvwENRFsp&_nc_gid=ayhtT-AXAijngXA4EtqMmQ&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQAksXtHgwDjRxDYW8h1RU2cNGNPPlDSRZYpBTsvEPlyPw&oe=6A6D332C&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"22",,"feed","2026-04-19T09:46:45.000Z","Image","https://www.instagram.com/p/DXTwkiHAi3g/",
"Apply for board and get involved and help shape the future of ABBA Association!

Running for a Board Member position is a great way to gain experience, take on real responsibilities, and develop your leadership skills. You’ll strengthen your management skills, grow your professional network, and become more confident as the head of your committee.
You’ll also gain the opportunity to connect with other student associations and professionals across the Netherlands, while building lasting friendships with fellow students.

It’s a chance to grow, lead, and be part of something bigger!

Important dates: 
       ⏰ Application deadline: 23 April 2026
       📅 Elections: 30 April 2026

Requirements of Board Membership
       📍You have to be registered in the EU
       📄You must have a BSN number
       🎓You must be a student throughout your Board Membership

Our open positions
      🧑‍💼President 
      ⚙️Chief Operating Officer (COO)
      👥Head of HR Team
      📢Head of Marketing Team
      🎓Head of Academia Department 
      🎨Head of Culture Department
      🌻Head of Ukraine Department
 
Apply via link in ABBA group chat!","1","https://scontent-gmp1-1.cdninstagram.com/v/t51.82787-15/657760197_17993121101948578_4522259704344094627_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ig_cache_key=Mzg2NDE0ODcyMDA5NDQxODU5Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=kl1mTZUN2D0Q7kNvwEvR0Lk&_nc_oc=AdrNdpvwKnBlbr2x6OWJIALXVh-jvRHF48Qfl8oVYuldb8WYmumRUQKgt-aitlbwSko&_nc_zt=23&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_gid=QYNMfxNzpdIxl4OIEEHDXQ&_nc_ss=72689&oh=00_AQB1McPj1u_6txhirwJH9kqn9ubViXmp4O9ZfLGGHameCg&oe=6A6D520D","🔥🔥🔥 and become the 4th generation of ABBA",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"61",,"carousel_container","2026-03-30T09:22:36.000Z","Sidecar","https://www.instagram.com/p/DWgN6MKAtFd/",
"❓How do societies respond when crisis becomes part of everyday life? What allows communities to remain resilient in the face of war, disruption, and uncertainty?

🤝ABBA, in collaboration with the Come Back Alive Foundation, invites students, academics, and members of the wider community to join a presentation and panel discussion on collective responses in times of crisis. Through perspectives from Ukrainian civil society, the event will explore resilience, international solidarity, media narratives, and the role of communities in adapting to prolonged periods of instability.

🇺🇦The discussion will reflect on Ukraine’s experience in mobilising civil society, countering disinformation, building international partnerships, and maintaining social resilience during ongoing conflict.

🎤This is more than a conversation about one country. It is a discussion about how societies respond when institutions, communities, and individuals are tested by crisis.

📅 Monday, May 18th
🕠 17:30–19:00
📍 Room 4B.56, Spui Campus, Leiden University, The Hague

👥 Limited spots available! Sign up via the link in our bio!","2","https://scontent-dus1-1.cdninstagram.com/v/t51.82787-15/687047134_17998629125948578_6003855716454090225_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=Mzg5NjAzNzA2NTYxMTYzMDQyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=W6sOw6dC_SwQ7kNvwEShu0Z&_nc_oc=Adr-jEvi8gZjX2OM2wMe5-MEjelRmGR3AaDnQBczvFLHetLiJW80DRP98QCu9b1anL0&_nc_zt=23&_nc_ht=scontent-dus1-1.cdninstagram.com&_nc_gid=VzggP-k9mpnvwrYvvpCujA&_nc_ss=7ca8c&oh=00_AQAfVLgaP9AiVPhCEY87-Zv4AhsyKG84QyX14yBBIS8P5A&oe=6A6D32F1","Nice",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"42",,"carousel_container","2026-05-13T09:17:40.000Z","Sidecar","https://www.instagram.com/p/DYRgUewAm4-/",
"📌 Our main goals are:

1️⃣ Spread awareness of member states’ culture, and traditions.

For years, Eastern European countries have gotten little coverage within university curricula. By starting this association, we aim to raise awareness of our countries’ present-day achievements, as well as historical and cultural richness, through events, discussions, and festivals.

2️⃣ Promote an academic focus on member states’ political and historical developments.

When viewing developments of our countries, little is known to the general public outside of the headline stories. We strive to share knowledge of the intricate workings of our histories and political systems through an academic lens to provide greater context and deeper understanding.

3️⃣ Maintain attention on Russia’s invasion of Ukraine.

For more than four years, Ukraine has been bravely defending its right to freedom and democracy. We aim to do everything possible to support Ukrainian students and to remind our communities about the hardships Ukrainian people are facing.

🤝 Join us as we work towards accomplishing our goals and serving our students.","2","https://scontent-mad2-1.cdninstagram.com/v/t51.82787-15/540611070_17969732837948578_2346948873700195948_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gEuqWxl5TMCohwp_Lv4SpDu8Ce1apr9zjERoGsmLGjEBLmTV__bhK64kymHzwr3Q2w&_nc_ohc=FFGkKwApDYoQ7kNvwFaw1vj&_nc_gid=Nd-72n5VfId0crJrRH-bdQ&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQB4J8wxufQvcbiPn3XI3ecn8_myJRir0pJ_380lK3qkHg&oe=6A6D226F&_nc_sid=c6f216","Hi, I've send you a PM regarding a documentary, that should be screened at Leiden university. After they had shown ""russians at war"" but failed to show the victims side",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false","true","48",,"feed","2025-09-04T11:00:00.000Z","Image","https://www.instagram.com/p/DOLYnEnAr6Y/",
"Looking for a way to make your student life more exciting? 🌟

🎓ABBA is more than just a student association, it’s a community where you can learn, grow, and have fun along the way. From debates, embassy visits and panel discussions to cultural workshops and social events, we bring together curious minds from all over the world.

Becoming a member means gaining access to all our events, meeting amazing people, and being part of something that truly makes your university years unforgettable. 💙✨ 

The best part? We are accepting members all year round! We can't wait to welcome you into ABBA!🫶

👉 Apply now via the link in our bio!","3","https://scontent-mxp2-1.cdninstagram.com/v/t51.82787-15/539773032_17969651342948578_1369493288133455956_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-mxp2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gE2vwcdtIL832tfW8ucSbJj1TNzbwdkpqG_oZabnsy7CfNTfWnZVEUmgnHK0oKvgZ0&_nc_ohc=seyNhlvEqd0Q7kNvwE9_UxD&_nc_gid=0ohXkBrQ-nJ38MzGz7SLxg&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDPZOYtBIg0czJUc4tHcOQNnpkpaycaFbLQ7xeQvaLowg&oe=6A6D5637&_nc_sid=c6f216","Life-changing experience 🔥😍",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false","true","29",,"feed","2025-09-02T14:05:29.000Z","Image","https://www.instagram.com/p/DOGxVeggvIS/",
"🌞✨ Cultural Festival: Summer Nostalgia 🌿

Come experience the ABBA community through food, culture, and summer memories 💛

This year, we’re bringing you “Summer at your grandma’s place” — a theme full of homemade dishes, traditions, and warm nostalgia from across the ABBA region 🌸

🍽️ Taste delicious food from different ABBA countries
💃 Enjoy cultural activities, games & good vibes
👥 Meet new people and celebrate together

✨ And the night doesn’t end there…
🍹 Join us for drinks & afterparty at MingleMush

📅 May 8
📍 Beehive Common Room (Spui) & MingleMush

🕔 17:15–19:30 – Cultural Festival
🍸 19:45–22:00 – Afterparty

✨ Tickets: 8€ for non-members, 6€ for members 

👉 Sign up via the link in bio!","1","https://instagram.frix7-1.fna.fbcdn.net/v/t51.82787-15/681928994_17996736584948578_6637267065520439423_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=Mzg4NTM3ODAxMTkxMDAyNDExMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=D7CDV_wCBn4Q7kNvwFm-Mtz&_nc_oc=AdovqcULTN1mEfV1PmL-oRbN_NLPMjP5KErZZFl3eF-2wX4SiwFIfwx3-D8-xcNgGDo&_nc_zt=23&_nc_ht=instagram.frix7-1.fna&_nc_gid=_RPGkQXmMqP0C076RcYZXw&_nc_ss=72689&oh=00_AQDlvfoDSlCH36qV-nfvyLjpHjb0LJDgnIRJSg6CuiYc5g&oe=6A6D2ED9","😍😍😍",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"72",,"carousel_container","2026-04-28T16:19:48.000Z","Sidecar","https://www.instagram.com/p/DXrotLfAsLt/",
"🔎 ABBA Student Association is excited to invite you to our Martenitsa & Mărțisor Workshop — a celebration of spring in Eastern European style!

❓What exactly does that mean? You will have the opportunity to learn about the beautiful red and white bracelet tradition celebrated on March 1st in Bulgaria, Romania, and beyond — and make your own while exchanging legends and stories about its origins!

📆 Friday, 27 February
⏰ 17:15–19:15
📍 Room 2.58, Wijnhaven Campus

🌸 Join us for a cozy evening of creativity, culture, and connection!

Sounds fun? Then make sure to sign up and celebrate the arrival of spring with us ❤️🤍✨

💰 €2 ABBA members
💰 €3 non-members

✨ Spots are limited! Sign up via the link in our bio!","0","https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/639887589_17988567272948578_597707944135732171_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gE-wNRc0OUgJjJBs5LaeTCPg1EUmXVlYBiHGdOvvLJ7MLxgonOO0ZRTNOqQQ61xVQs&_nc_ohc=4XlIxIPLzP8Q7kNvwE8DKAR&_nc_gid=A9h8JqyspWPk-BeqiXF7Dg&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDI3_NnbDPtNOPkpWH6zVqje3ei7Ww7ScNJyMjJjJiTyQ&oe=6A6D3672&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"-1",,"feed","2026-02-23T17:14:29.000Z","Image","https://www.instagram.com/p/DVG8FwpghpS/",
"🥟✨ Polish Cooking Workshop

Join us for a cozy cooking session where you’ll:
👩‍🍳 Learn to make pierogi ruskie (potato & cottage cheese)
🥟 Try pierogi leniwe (lazy dumplings)

💛 Cook, taste, and enjoy together

📅 Monday, April 13
⏰ 17:15–19:30
📍 Beehive Common Room

💰 €3 members | €5 non-members
👥 Limited spots! Sign up via the link in our bio!

✨ Come hungry & leave happy!","0","https://instagram.fpoz6-1.fna.fbcdn.net/v/t51.82787-15/659809969_17994147332948578_3938509917379976612_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fpoz6-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gGPmdR4BZ7ySqIvNx5ojDkIlgnrIT5-wYhWvlZM6UUHDQEt5MyidgJy_FSpD0G_7rw&_nc_ohc=jGmnVyzqYBsQ7kNvwGtokYa&_nc_gid=8gcjKz5CADJ8k22p4li1lQ&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDH2QjnOtJ-VbFoq8O7IEYvhxo5z7S2d1ZYC60lsbOxZA&oe=6A6D3927&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"33",,"feed","2026-04-07T17:41:13.000Z","Image","https://www.instagram.com/p/DW1tVJMAuvI/",
"✨ Leiden University and ABBA invite you to explore student life during wartime through film and discussion.

Years into Russia’s full-scale invasion, Ukrainian universities and students continue to live, study, and teach under extraordinary circumstances. Education has persisted through air raids, displacement, power cuts, and the emotional weight of war. At the same time, universities have become spaces of civic resilience and innovation, adapting to hybrid education while maintaining academic standards and supporting students and communities.

🎬The event features a screening of a student film by Tobias de Saint Laurent, based on interviews with five students in Ukraine, followed by a panel discussion with Ukrainian voices and policy experts. The panel will explore daily realities, support systems, future reconstruction, and the broader meaning of education in times of war.

💬 We’ll explore daily realities, support systems, reconstruction, and the meaning of education in times of war.

📆 Wednesday, 4th of February
⏰  18:00–19:30
📍 Room 3.48, Leiden University Wijnhaven, Turfmarkt 99, The Hague

Are you curious to learn more? Sign up via the link in our bio and see you there!","3","https://scontent-cdg4-1.cdninstagram.com/v/t51.82787-15/623539627_17985825290948578_3836465138409032314_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=MzgyMDcwODI2NTY3NTg3Njc1Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=lcOL5-HKpj0Q7kNvwHAeDvr&_nc_oc=AdqDmzK9yoQ2smGmEyfIB7yUa7gNoI4z54EpNZZsa2QzCO7bWWAQMn23wj_bidk349g&_nc_zt=23&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_gid=hADy1rdrS8YbexjvbmK17Q&_nc_ss=7ea8c&oh=00_AQBAzPvFPQqqpwZ4BoJr5fK9IWikQVkl_fIbSuR_wB-_8w&oe=6A6D39DD","Thank you for your work and keep talking about Ukraine to the world 💙💛",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"99",,"carousel_container","2026-01-29T11:01:19.000Z","Sidecar","https://www.instagram.com/p/DUF5grOAkA0/",
"🎄 Join ABBA for a Christmas Sip’n’Paint!

🎨 Paint a festive canvas while sipping hot chocolate, munching on gingerbread, and getting into the holiday spirit with fellow ABBA members and friends. 

Whether you’re an artist or just looking for a cosy creative evening, this is your chance to unwind before the exam season!

📆 Tuesday, 9 December
⏰ 18:00 -
📍Beehive Common Room

👥 Places are limited! Sign up via the link in our bio!

🎟️ ABBA Members: €2, Non-members: €4","0","https://instagram.fbrs4-2.fna.fbcdn.net/v/t51.82787-15/589325371_17979969239948578_6490563437626211872_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fbrs4-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gHCfnYHpETMKZsNo-K2KpnEHgHw9-pHNc6HQVUalGPuQDYrk-WdFu9aBmDOwgO2QqA&_nc_ohc=rfJZcQuLgmsQ7kNvwE7tFAW&_nc_gid=AOVPNWkySc8LqaqBfhqLEw&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQB7JZ48jKhEo5S2V8vAEUf90YbG7B33YarYDabgwBWLKw&oe=6A6D479E&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"-1",,"feed","2025-12-05T16:05:00.000Z","Image","https://www.instagram.com/p/DR40mfjApXA/",
"For 4,5 years now Ukrainians have been experiencing sleepless nights due to the russian drone and missile attacks.

 Every night you’re going to bed without knowing whether you’ll wake up on the next morning or whether you’ll end up under the rubble, trying to survive until the rescuers arrive. In many regions such as Kharkiv, Dnipro, Sumy, Zaporizhzhia, Odesa, Donetsk, and Kyiv you might hear explosions even before the air raid alert starts. 
With ballistic missiles reaching hypersonic speed, Ukrainians living less than 400 km away from the border usually have 1-2 minutes to react. Therefore, for the majority going to the shelter might not be an option, especially given that the closest shelter can be 20-30 minutes away from your house. 

In the end of the video you can see a residential building that was directly hit by a russian missile, burying its residents under the rubble. Chances of survival in those cases are nearing zero… Only in June itself at least 265 civilians were κιlleძ and 1816 were injured (United24 Media, 2026).

How you can help? 

Supporting Ukraine’s Air Defense Force is the only way to defend Ukrainian civilians from daily russian τerrοr! Ukraine needs drone and missile interceptors to prevent civilian ძeαtჩs! #abba #leidenuniversity #ukraine #russiaisaterroriststate #ukraineneedsairdefense","2","https://instagram.fflr2-1.fna.fbcdn.net/v/t51.82787-15/750785263_18008279615948578_88510096609736563_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fflr2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gHmQeTQRCBscRSAiJorIwSqNqdcIeTUGNen1HBMPHm-siuhSPQIxi50kDn0l8RHE78&_nc_ohc=WU-vLZtcBxoQ7kNvwHzoaMM&_nc_gid=E_DvoznYFjhvaiec7Y7XHQ&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDCdz5O9KjB0qpg84musep3C7R_MpQX9AZ7S4eg99HSbA&oe=6A6D46B0&_nc_sid=c6f216","😢😢😢","abba","leidenuniversity","ukraine","russiaisaterroriststate","ukraineneedsairdefense",,,"https://www.instagram.com/abba.association.leiden/","false",,"208",,"clips","2026-07-20T09:52:50.000Z","Video","https://www.instagram.com/p/DbAp_YXCH2x/","4297"
"🥳  Introducing Nadia, Aidar, Alexa, Natalia, Cosmin, Kasia and Kseniia, our new ABBA Board for the academic year 2025/2026!

🤞We are all really excited for all the upcoming events, and believe us, there are plenty! Stay tuned!

#ABBA #newboard #studentlife #denhaag #studyinthehague #leidenuniversity","9","https://instagram.fsyd7-1.fna.fbcdn.net/v/t51.82787-15/542829909_17970222905948578_2286825941377359673_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&_nc_map=urlgen_bucketless&ig_cache_key=MzcxNTgzNTYwMjMyNzk4NTYwOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=Jkg5gW9dX94Q7kNvwHTYhCf&_nc_oc=AdoJ_Y51n6FRaUNeeKWHxaQEKlZx9e34hbTc_AQQ-zPy8ENZr4FqwovrRwTr4wDvYIM&_nc_zt=23&_nc_ht=instagram.fsyd7-1.fna&_nc_gid=3EZvunNNPyJCd8QT5BsNNg&_nc_ss=72a8c&oh=00_AQBFn2hMgVUMGdijqyHfI1BLMyTpQ4dxynJ0yV7wS9Ef1Q&oe=6A6D4B49","Love this intros 😍","ABBA","newboard","studentlife","denhaag","studyinthehague","leidenuniversity",,"https://www.instagram.com/abba.association.leiden/","false","true","191",,"carousel_container","2025-09-06T18:09:06.000Z","Sidecar","https://www.instagram.com/p/DORTM_PAu0U/",
"🗣️ Join us for a discussion with nuclear physicists and policy experts to reflect on the future of nuclear politics.

🗓️ Tuesday, 24 February 2026 
🕕 18:00-19:30
📍 Room 2.02, Leiden University Wijnhaven Campus, Turfmarkt 99, The Hague

✍️ Register via link in bio","3","https://scontent-cdg4-1.cdninstagram.com/v/t51.71878-15/639727614_1227225969077361_99967614088072330_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MzgzNjc3NTkxMzA0ODE1NDQzNg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=qD_o4RuU9BsQ7kNvwF4M7pk&_nc_oc=AdrmVFStOVYIoYPs3AgKW9Zg3hKYcuoOVOpfT-Nc1aLNG0RQz-1V_UEvJr5fUjMs3dY&_nc_zt=23&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_gid=DFOgmhRapVIWILkslfquCw&_nc_ss=7ca8c&oh=00_AQA0W-GkezuPIc-AZLJh5x4Vz0CLW0JT4NselEqmKMzY1w&oe=6A6D3069","❗️❗️❗️",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"-1","Leiden University - Faculty of Governance and Global Affairs","clips","2026-02-20T14:58:30.000Z","Video","https://www.instagram.com/p/DU-911kAqFE/",
"ABBA Student Association is excited to invite you to celebrate Valentine’s Day with us, in an Eastern European style borrel!❤️‍🔥

❓What exactly does that mean? You will have the opportunity to learn about Valentine’s Day romantic traditions in our region, and meet amazing people!

💐Love might just be in the air, who knows? Join us and find out more about our wonderful region and make some new friends!

✨ Come and experience romance, the Eastern European way!

📅 Wednesday, 18th February
🕔 18:00 - 21:30
📍 Foodhall MingleMush (Anna van Buerenplein 712, 2595 DK Den Haag)

👥 Sign up via the link in our bio!","0","https://scontent-yyz1-1.cdninstagram.com/v/t51.82787-15/627856127_17987420270948578_6027658556449987255_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gG1KmvIppbdUN9VDE3P965Ps_w5OQE4lbDGGTyKnvse0gJYhVSuLlYypjm3lwzDUmk&_nc_ohc=8SeCN4XK30sQ7kNvwHxb1k3&_nc_gid=F23a8F7Fe_5GypYl_7MUdA&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQB4DSGjr2Mw_6YSo48BuzCodC0MtTgyS8w6rM5wkgFCqg&oe=6A6D37B1&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"-1",,"feed","2026-02-13T16:09:39.000Z","Image","https://www.instagram.com/p/DUtEuIzglr_/",
"‼️This event is already full!

🇲🇩 The ABBA Student Association warmly invites you to an exclusive visit to the Embassy of the Republic of Moldova!

🏛️ Discover the fascinating world of diplomacy, meet Moldovan diplomats, and gain unique insights into Moldova’s international relations.

⚠️ Spots are limited — don’t miss your chance to step inside the embassy and experience diplomacy up close.

✨ Get ready, bring your curiosity, and prepare your best questions for the Moldovan diplomats! 

📆 Thursday, 13 November
⏰ Meet up in front of the embassy at 14:45
📍 Embassy of the Republic of Moldova, Bezuidenhoutseweg 117, 2594 AD Den Haag 
 
👔 The dress code for this event is formal! Please come dressed adequately!
 
🛂 To participate, please bring a valid ID or passport!","0","https://instagram.fyyc2-1.fna.fbcdn.net/v/t51.82787-15/575613331_17976954881948578_8946159165066752871_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fyyc2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gGnaxzv6KL4J7DydY9Gr0hPAsCTTYNyNsFILEeDRPmtoWMbG9LZgeD4UeL6NBLIsO0&_nc_ohc=fjPDdleeo-EQ7kNvwEcyint&_nc_gid=R3grYl2z6lKVCKNq1ZVi_Q&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDMf8O1iGWeiq5Ft5kieuwLZlI6PViy4HLXM7vKDmR42A&oe=6A6D37E1&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"51",,"feed","2025-11-05T16:20:00.000Z","Image","https://www.instagram.com/p/DQrmhFYAjvQ/",
"‼️This event is exclusively for ABBA members (and their +1)!

🎙️ Join us for the 2nd ABBA Student Association General Assembly of the academic year! We invite all members to join us for an open meeting to see ABBA’s achievements and goals for this year and to celebrate ABBA’s 3rd anniversary!

🔎 We’ll look back at the events we have hosted so far, share updates on upcoming projects and events and our goals for the rest of the year.

❓Attendance is very much encouraged, so sign up via the link in our bio!

📆 Wednesday, 4 March
⏰ 17:15 - 18:15 General Assembly
⏰ 18:15 - 21:00 ABBA Anniversary 
📍 Beehive Common Room

🫵 Come and celebrate ABBA’s birthday with us!","2","https://scontent-waw2-1.cdninstagram.com/v/t51.82787-15/642633809_17989002236948578_7101978022707491458_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-waw2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFn1nn_5mKcvpch2Y22D8eOW-UccLZ08Fro8QH3WbEVyJccw7zlpIB7CJOwD6MdIVs&_nc_ohc=HUrdtAqRZogQ7kNvwH7NIJM&_nc_gid=IUH18hSj4nrjj-Z6BgNzVQ&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQBm-kp6ETrNyGC5iVlzhSAj0LrUhcQIlbCMJ6Q1V3F2Cg&oe=6A6D56E2&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"-1",,"feed","2026-02-27T13:41:19.000Z","Image","https://www.instagram.com/p/DVQ2371AoJW/",
"The ABBA Student Association warmly invites you to an exclusive visit to the Kosovo Specialist Chambers in The Hague!

During this visit, students will gain insight into the work of the court, its mandate and its role in prosecuting serious international crimes. Participants will also learn more about the broader context of international criminal law and transitional justice. 

⚠️ Spots are limited — don’t miss your chance! 

📆 Wednesday, 18 March
⏰ 10:15 -
📍 Kosovo Specialist Chambers, Raamweg 47, 2596 HN Den Haag 

 👔 The dress code for this event is formal! Please come dressed adequately!

 🛂 To participate, please bring a valid ID or passport!

Make sure to sign up via the link in our bio!","0","https://instagram.fsjp12-1.fna.fbcdn.net/v/t51.82787-15/649238069_17990370359948578_8592969015469320679_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fsjp12-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gGO5HwjMMM2DSQtAIV3BuV2oAv4V61-cTaGSMK6ILgX-DJ9BTNoPCngECtcOAtMLhM&_nc_ohc=ssZSdbkc6qcQ7kNvwGKBGSH&_nc_gid=dWe5warRuTq2627f8av6Sg&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQC6avY15pKbBFztmqD--i7RT8BngJ9_xjqf-Ztg5LM1RQ&oe=6A6D409A&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"30",,"feed","2026-03-10T12:19:39.000Z","Image","https://www.instagram.com/p/DVtCRdGgsiU/",
